demographic,domain,feature_idx,mean_diff,cohens_d,p_value,p_corrected,significant,large_effect,sign_agreement,cv,outlier_ratio,is_noisy,feature_significant,selection_method,layer
income,digital,2659,-0.11580356955528259,-3.545786142349243,0.0,0.0,True,True,0.9990476190476191,0.28202489018440247,0.005238095238095238,False,True,significant,5
income,digital,13487,0.09988094866275787,3.218751907348633,0.0,0.0,True,True,0.9980952380952381,0.31067943572998047,0.002380952380952381,False,True,significant,5
income,digital,2676,0.09670387208461761,3.680727005004883,0.0,0.0,True,True,0.9995238095238095,0.2716854512691498,0.0016666666666666668,False,True,significant,5
income,digital,5551,0.09514880925416946,2.827937126159668,0.0,0.0,True,True,0.9959523809523809,0.3536146581172943,0.0007142857142857143,False,True,significant,5
income,digital,7205,0.09491071105003357,2.392197608947754,0.0,0.0,True,True,0.9788095238095238,0.4180256724357605,0.005238095238095238,False,True,significant,5
income,digital,9577,0.07761161029338837,1.90956449508667,0.0,0.0,True,True,0.9402380952380952,0.5236796140670776,0.0014285714285714286,False,True,significant,5
income,digital,7203,-0.07539062201976776,-2.4419989585876465,0.0,0.0,True,True,0.9828571428571429,0.4095005989074707,0.0011904761904761906,False,True,significant,5
income,digital,9703,-0.07115327566862106,-2.2367963790893555,0.0,0.0,True,True,0.9702380952380952,0.4470679759979248,0.002380952380952381,False,True,significant,5
income,digital,3478,0.05366815626621246,1.4355497360229492,0.0,0.0,True,True,0.8545238095238096,0.6965972781181335,0.0016666666666666668,False,True,significant,5
income,digital,4918,0.0500372014939785,1.145174264907837,0.0,0.0,True,True,0.79,0.8732295632362366,0.0030952380952380953,False,True,significant,5
income,digital,1212,0.0493452362716198,1.6191171407699585,0.0,0.0,True,True,0.8776190476190476,0.6176205277442932,0.0009523809523809524,False,True,significant,5
income,digital,9625,0.04842633754014969,2.26417875289917,0.0,0.0,True,True,0.9802380952380952,0.4416612684726715,0.0016666666666666668,False,True,significant,5
income,digital,7605,-0.04787202551960945,-0.960392415523529,0.0,0.0,True,True,0.8590476190476191,1.0412410497665405,0.0004761904761904762,False,True,significant,5
income,digital,3958,0.04734189063310623,1.6037369966506958,0.0,0.0,True,True,0.8695238095238095,0.6235436201095581,0.0002380952380952381,False,True,significant,5
income,digital,13870,-0.04720982164144516,-1.184061050415039,0.0,0.0,True,True,0.7997619047619048,0.8445510268211365,0.0014285714285714286,False,True,significant,5
income,digital,9460,0.043939732015132904,1.1595555543899536,0.0,0.0,True,True,0.8154761904761905,0.8623993396759033,0.0002380952380952381,False,True,significant,5
income,digital,1844,-0.04383184388279915,-1.1123673915863037,0.0,0.0,True,True,0.7702380952380953,0.8989835977554321,0.0009523809523809524,False,True,significant,5
income,digital,11938,0.04030133783817291,1.5010839700698853,0.0,0.0,True,True,0.8871428571428571,0.6661852598190308,0.0019047619047619048,False,True,significant,5
income,digital,14240,-0.03406994044780731,-0.9109669923782349,0.0,0.0,True,True,0.7714285714285715,1.0977346897125244,0.0019047619047619048,False,True,significant,5
income,digital,14732,0.033988095819950104,1.2009873390197754,0.0,0.0,True,True,0.7585714285714286,0.8326482176780701,0.0038095238095238095,False,True,significant,5
income,digital,16288,-0.03252232074737549,-1.381731629371643,0.0,0.0,True,True,0.7788095238095238,0.7237295508384705,0.0002380952380952381,False,True,significant,5
income,digital,727,0.031458333134651184,0.9232724905014038,0.0,0.0,True,True,0.6828571428571428,1.083103895187378,0.002380952380952381,False,True,significant,5
income,digital,7093,0.031242558732628822,1.2851895093917847,0.0,0.0,True,True,0.755,0.7780953049659729,0.0,False,True,significant,5
income,digital,1633,-0.02968749962747097,-0.9909059405326843,0.0,0.0,True,True,0.6957142857142857,1.009177565574646,0.005,False,True,significant,5
income,digital,10952,-0.02940848283469677,-1.1951080560684204,0.0,0.0,True,True,0.7538095238095238,0.8367444276809692,0.002857142857142857,False,True,significant,5
income,digital,8377,0.026644345372915268,0.9834980368614197,0.0,0.0,True,True,0.665952380952381,1.016778826713562,0.0038095238095238095,False,True,significant,5
income,digital,7019,0.025721726939082146,1.0847718715667725,0.0,0.0,True,True,0.6861904761904762,0.9218528270721436,0.0007142857142857143,False,True,significant,5
income,digital,2383,0.019408483058214188,0.9557387232780457,0.0,0.0,True,True,0.7214285714285714,1.0463110208511353,0.0016666666666666668,False,True,significant,5
income,economy,15565,0.5346201062202454,0.7476786375045776,5.994298276708823e-199,6.743585561297426e-199,True,True,0.7946078431372549,1.3374730348587036,0.0,False,True,significant,5
income,economy,9271,0.2468443661928177,2.8312442302703857,0.0,0.0,True,True,0.9990196078431373,0.35320159792900085,0.0,False,True,significant,5
income,economy,6373,0.21578584611415863,0.41183847188949585,1.8405524229820688e-71,1.8931396350672705e-71,True,True,0.7313725490196078,2.4281365871429443,0.0024509803921568627,False,True,significant,5
income,economy,15501,0.14220282435417175,0.33423322439193726,6.8127447811121104e-49,6.8127447811121104e-49,True,True,0.6598039215686274,2.991922616958618,0.06862745098039216,False,True,significant,5
